record_id,api_name,smiles,molecular_weight,logP,pKa,aqueous_solubility_log,bcs_class,decomposition_onset_c,tg_predicted_celsius,hygroscopicity_class,polymorphism_risk_tier,particle_size_d50_um,bulk_density_g_ml,tapped_density_g_ml,true_density_g_cm3,flow_properties_carr_index,dose_mg,asd_suitability_score,excipient_name,functional_role,compatibility_tier,composite_compatibility,disc_match_score,fir_match_score,api_fir_spectrum,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
AB-2719,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,171.52,-0.04,[2.5],-0.63,I,163.9,,low,low,54.2,0.5,0.66,1.47,23.9,400,46.5,Lactose monohydrate,filler_binder,2,0.76,0.71,0.67,"{""wavenumbers"": [760, 885, 1049, 1252, 1443, 1618, 1726, 2957, 3293], ""absorbance"": [0.176, 0.822, 0.794, 0.875, 0.75, 0.489, 0.867, 0.713, 0.924], ""mw_ref"": 171.52}",0.92,0.07,0.75,"{""min"": 30, ""max"": 63, ""unit"": ""% w/w""}",False,"[{""excipient"": ""DCPA"", ""compatibility_score"": 0.753}, {""excipient"": ""HPC LF"", ""compatibility_score"": 0.812}]","[{""excipient"": ""DCPA"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 2.752}, {""excipient"": ""HPC LF"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.854}]","[-0.0205, 0.0979, 0.0421, 0.0089, 0.0002, -0.0002, 0.017, 0.0413]",wet_granulation,0.762,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 18.2}, {""parameter"": ""impeller_speed_rpm"", ""value"": 374.3}, {""parameter"": ""granulation_time_min"", ""value"": 18.35}, {""parameter"": ""drying_temp_c"", ""value"": 51.62}]","[{""technique"": ""direct_compression"", ""confidence"": 0.519}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.683}]",0.77,oxidative_degradation_peroxide_content,crystalline_suspension
AB-2720,Carbamazepine,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,236.24,2.34,[],-2.48,II,237.6,,low,high,40.5,0.43,0.54,1.32,28.1,200,82.3,Cremophor EL,surfactant,2,0.75,0.75,0.7,"{""wavenumbers"": [739, 894, 1064, 1260, 1456, 1610, 1731, 2962, 3295], ""absorbance"": [0.835, 0.294, 0.495, 0.95, 0.291, 0.418, 0.736, 0.815, 0.752], ""mw_ref"": 236.24}",0.94,0.46,0.77,"{""min"": 1, ""max"": 14, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Span 80"", ""compatibility_score"": 0.592}, {""excipient"": ""Tween 80"", ""compatibility_score"": 0.712}]","[{""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.531}, {""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.73}]","[0.0098, 0.0163, 0.0179, 0.0166, 0.0092, -0.0038, 0.0269, 0.0003]",nanosuspension,0.73,"[{""parameter"": ""milling_speed_rpm"", ""value"": 2196.85}, {""parameter"": ""milling_time_h"", ""value"": 6.75}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.53}, {""parameter"": ""particle_size_target_nm"", ""value"": 111.76}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.459}, {""technique"": ""coprecipitation"", ""confidence"": 0.717}]",0.4,polymorphic_conversion_under_stress,nanosizing
AB-2721,Progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,315.19,3.77,[],-4.05,II,126.5,,low,high,41.4,0.32,0.5,1.24,29.7,200,89.6,Eudragit EPO,polymer_carrier,2,0.79,0.77,0.75,"{""wavenumbers"": [760, 892, 1053, 1248, 1441, 1628, 1720, 2963, 3285], ""absorbance"": [0.456, 0.218, 0.812, 0.557, 0.35, 0.526, 0.699, 0.794, 0.426], ""mw_ref"": 315.19}",0.97,0.39,0.78,"{""min"": 20, ""max"": 71, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC-AS MF"", ""compatibility_score"": 0.806}, {""excipient"": ""Soluplus"", ""compatibility_score"": 0.801}]","[{""excipient"": ""HPMC E15"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.584}, {""excipient"": ""PVP K17"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.434}]","[-0.0101, 0.0085, 0.0146, 0.0187, -0.0031, 0.0195, 0.0224, 0.0069]",hot_melt_extrusion,0.756,"[{""parameter"": ""barrel_temp_c"", ""value"": 165.39}, {""parameter"": ""screw_speed_rpm"", ""value"": 150.85}, {""parameter"": ""feed_rate_g_min"", ""value"": 14.08}, {""parameter"": ""residence_time_min"", ""value"": 1.51}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.743}, {""technique"": ""spray_drying"", ""confidence"": 0.712}]",0.75,,amorphous_solid_dispersion
AB-2722,Piroxicam,OC1=C(C(=O)Nc2ccccn2)c2ccccc2S(=O)(=O)N1C,330.97,3.1,"[5.1, 1.8]",-3.53,II,198.9,,low,high,43.5,0.41,0.55,1.31,29.7,20,86.9,PVP K30,polymer_carrier,2,0.74,0.76,0.68,"{""wavenumbers"": [749, 893, 1049, 1258, 1435, 1613, 1732, 2958, 3286], ""absorbance"": [0.256, 0.812, 0.089, 0.395, 0.675, 0.204, 0.525, 0.891, 0.943], ""mw_ref"": 330.97}",0.9,0.49,0.76,"{""min"": 20, ""max"": 62, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC-AS MF"", ""compatibility_score"": 0.788}, {""excipient"": ""Eudragit EPO"", ""compatibility_score"": 0.783}]","[{""excipient"": ""HPMC-AS LF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.603}, {""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 2.271}]","[0.0263, -0.0126, 0.0041, 0.0105, -0.054, 0.0004, -0.0085, 0.0099]",coprecipitation,0.709,"[{""parameter"": ""antisolvent_ratio"", ""value"": 6.95}, {""parameter"": ""precipitation_temp_c"", ""value"": 0.46}, {""parameter"": ""drying_time_h"", ""value"": 32.37}, {""parameter"": ""polymer_drug_ratio"", ""value"": 2.63}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.579}, {""technique"": ""nanosuspension"", ""confidence"": 0.612}]",0.24,acid_base_interaction_proton_transfer,amorphous_solid_dispersion
AB-2723,Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,308.45,2.69,[4.8],-2.92,II,161.6,,low,medium,46.9,0.43,0.57,1.25,29.5,5,95.5,PVP K17,polymer_carrier,2,0.77,0.76,0.73,"{""wavenumbers"": [762, 913, 1052, 1239, 1458, 1615, 1716, 2955, 3300], ""absorbance"": [0.699, 0.234, 0.157, 0.918, 0.407, 0.331, 0.119, 0.953, 0.422], ""mw_ref"": 308.45}",0.87,0.23,0.74,"{""min"": 20, ""max"": 42, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC E15"", ""compatibility_score"": 0.74}, {""excipient"": ""Soluplus"", ""compatibility_score"": 0.892}]","[{""excipient"": ""HPMC-AS LF"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 3.079}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 2.468}]","[-0.0978, 0.0178, 0.012, -0.0123, -0.0858, 0.0392, -0.0044, -0.0152]",hot_melt_extrusion,0.718,"[{""parameter"": ""barrel_temp_c"", ""value"": 123.97}, {""parameter"": ""screw_speed_rpm"", ""value"": 195.71}, {""parameter"": ""feed_rate_g_min"", ""value"": 7.06}, {""parameter"": ""residence_time_min"", ""value"": 5.25}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.566}, {""technique"": ""coprecipitation"", ""confidence"": 0.792}]",0.3,high_residual_solvent_risk,amorphous_solid_dispersion
AB-2724,Griseofulvin,COc1cc2c(cc1Cl)C(=O)CC(OC)C2=O,352.99,2.16,[],-3.58,II,212.0,,low,medium,26.4,0.31,0.43,1.18,32.4,500,97.7,TEC,plasticizer,2,0.76,0.75,0.73,"{""wavenumbers"": [747, 912, 1045, 1239, 1463, 1614, 1724, 2964, 3312], ""absorbance"": [0.333, 0.213, 0.734, 0.651, 0.563, 0.462, 0.981, 0.462, 0.297], ""mw_ref"": 352.99}",0.84,0.23,0.76,"{""min"": 5, ""max"": 22, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TBC"", ""compatibility_score"": 0.679}, {""excipient"": ""PEG 6000"", ""compatibility_score"": 0.74}]","[{""excipient"": ""PEG 6000"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 2.3}, {""excipient"": ""PEG 4000"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 2.394}]","[0.0134, 0.018, 0.0094, -0.0003, 0.0059, 0.0022, 0.0033, 0.0308]",hot_melt_coating,0.72,"[{""parameter"": ""coating_temp_c"", ""value"": 58.05}, {""parameter"": ""spray_rate_g_min"", ""value"": 11.39}, {""parameter"": ""pan_speed_rpm"", ""value"": 26.91}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 4.06}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.766}, {""technique"": ""nanosuspension"", ""confidence"": 0.76}]",0.57,chemical_reactivity_esterification_risk,solid_solution
AB-2725,Mefenamic acid,O=C(O)c1ccccc1Nc1cccc(C)c1C,241.45,5.19,[4.2],-5.07,II,230.6,,low,medium,46.8,0.38,0.56,1.23,27.3,500,98.0,HPMC E5,polymer_carrier,2,0.76,0.73,0.72,"{""wavenumbers"": [736, 909, 1047, 1235, 1446, 1610, 1719, 2956, 3310], ""absorbance"": [0.798, 0.908, 0.932, 0.882, 0.524, 0.264, 0.152, 0.517, 0.201], ""mw_ref"": 241.45}",0.87,0.25,0.78,"{""min"": 20, ""max"": 38, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Soluplus"", ""compatibility_score"": 0.872}, {""excipient"": ""HPMC E15"", ""compatibility_score"": 0.766}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.534}, {""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.962}]","[0.0097, 0.0698, -0.0352, 0.0055, 0.0493, -0.0167, 0.0014, 0.0175]",hot_melt_extrusion,0.754,"[{""parameter"": ""barrel_temp_c"", ""value"": 131.82}, {""parameter"": ""screw_speed_rpm"", ""value"": 106.98}, {""parameter"": ""feed_rate_g_min"", ""value"": 3.3}, {""parameter"": ""residence_time_min"", ""value"": 3.6}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.498}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.789}]",0.17,chemical_reactivity_esterification_risk,amorphous_solid_dispersion
AB-2726,Naproxen,CC(c1ccc2cccc(c2c1)OC)C(=O)O,230.24,3.08,[4.2],-2.45,II,255.8,,low,low,50.4,0.36,0.53,1.26,26.1,500,92.2,Poloxamer 188,surfactant,2,0.78,0.75,0.7,"{""wavenumbers"": [748, 910, 1050, 1244, 1444, 1622, 1723, 2936, 3298], ""absorbance"": [0.236, 0.902, 0.623, 0.658, 0.382, 0.264, 0.957, 0.417, 0.081], ""mw_ref"": 230.24}",0.87,0.09,0.73,"{""min"": 1, ""max"": 13, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.728}, {""excipient"": ""SDS"", ""compatibility_score"": 0.654}]","[{""excipient"": ""Cremophor EL"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.815}, {""excipient"": ""Span 80"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.183}]","[0.0347, -0.007, 0.0081, -0.015, 0.0053, -0.009, 0.0048, 0.0106]",nanosuspension,0.669,"[{""parameter"": ""milling_speed_rpm"", ""value"": 1900.81}, {""parameter"": ""milling_time_h"", ""value"": 4.91}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.75}, {""parameter"": ""particle_size_target_nm"", ""value"": 453.3}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.723}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.566}]",0.73,high_residual_solvent_risk,nanosizing
AB-2727,Nifedipine,COC(=O)C1=C(N/C(=C(/C1=O)C(=O)OC)c1ccccc1[N+](=O)[O-])C,346.62,3.28,[],-2.99,II,172.9,,low,medium,31.6,0.37,0.48,1.28,28.4,30,85.3,PEG 6000,plasticizer,2,0.75,0.69,0.7,"{""wavenumbers"": [745, 896, 1060, 1256, 1454, 1612, 1711, 2942, 3287], ""absorbance"": [0.104, 0.341, 0.384, 0.241, 0.987, 0.234, 0.846, 0.898, 0.385], ""mw_ref"": 346.62}",0.94,0.23,0.77,"{""min"": 5, ""max"": 24, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TEC"", ""compatibility_score"": 0.757}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.749}]","[{""excipient"": ""TEC"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.223}, {""excipient"": ""TBC"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.949}]","[-0.0305, 0.0219, 0.0202, -0.0507, 0.0179, 0.0017, 0.1224, 0.0319]",hot_melt_coating,0.742,"[{""parameter"": ""coating_temp_c"", ""value"": 53.87}, {""parameter"": ""spray_rate_g_min"", ""value"": 14.22}, {""parameter"": ""pan_speed_rpm"", ""value"": 25.58}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 12.21}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.493}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.547}]",0.52,pH_incompatibility_solubility_precipitation,solid_solution
AB-2728,Repaglinide,CCOC(=O)c1ccc(CC(=O)N2CCC(CC2)C(=O)Nc2ccccc2C)cc1,452.99,5.07,[4.0],-4.84,II,131.1,,low,low,32.5,0.35,0.44,1.16,30.0,2,98.0,HPMC E15,polymer_carrier,2,0.74,0.7,0.65,"{""wavenumbers"": [735, 912, 1036, 1246, 1455, 1625, 1716, 2943, 3313], ""absorbance"": [0.726, 0.809, 0.74, 0.66, 0.742, 0.98, 0.342, 0.13, 0.224], ""mw_ref"": 452.99}",0.87,0.05,0.78,"{""min"": 20, ""max"": 48, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Kollidon VA 64"", ""compatibility_score"": 0.806}, {""excipient"": ""HPMC-AS HF"", ""compatibility_score"": 0.788}]","[{""excipient"": ""HPMC-AS LF"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.989}, {""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.792}]","[-0.0213, 0.0035, -0.0047, 0.0957, 0.0145, -0.0305, 0.0324, 0.0404]",hot_melt_extrusion,0.751,"[{""parameter"": ""barrel_temp_c"", ""value"": 154.39}, {""parameter"": ""screw_speed_rpm"", ""value"": 113.71}, {""parameter"": ""feed_rate_g_min"", ""value"": 3.95}, {""parameter"": ""residence_time_min"", ""value"": 3.37}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.816}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.686}]",0.25,melting_point_depression_below_processing_window,amorphous_solid_dispersion
AB-2729,Atorvastatin,CC(C)c1n(CC(O)CC(O)CC(=O)O)c2ccc(F)cc2c1C(=O)Nc1ccccc1,559.81,6.22,[4.3],-5.16,II,164.0,,low,medium,53.1,0.39,0.59,1.24,27.3,40,98.0,PVPVA 64,polymer_carrier,2,0.84,0.87,0.82,"{""wavenumbers"": [738, 892, 1038, 1235, 1451, 1605, 1714, 2945, 3302], ""absorbance"": [0.377, 0.617, 0.326, 0.652, 0.711, 0.507, 0.971, 0.448, 0.217], ""mw_ref"": 559.81}",0.87,0.24,0.83,"{""min"": 20, ""max"": 44, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC E5"", ""compatibility_score"": 0.696}, {""excipient"": ""HPMC E15"", ""compatibility_score"": 0.713}]","[{""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 2.423}, {""excipient"": ""Soluplus"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 3.07}]","[0.0458, -0.0017, -0.0505, 0.0189, 0.0533, 0.0212, -0.0515, 0.0121]",spray_drying,0.82,"[{""parameter"": ""inlet_temp_c"", ""value"": 122.75}, {""parameter"": ""outlet_temp_c"", ""value"": 56.83}, {""parameter"": ""feed_conc_pct"", ""value"": 7.24}, {""parameter"": ""atomization_pressure_bar"", ""value"": 1.77}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.606}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.52}]",0.55,,amorphous_solid_dispersion
AB-2730,Fenofibrate,CCOC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,360.87,5.02,[],-5.05,II,182.2,,low,low,30.3,0.32,0.45,1.16,27.0,145,98.0,Cremophor EL,surfactant,2,0.76,0.71,0.68,"{""wavenumbers"": [743, 891, 1055, 1244, 1443, 1619, 1715, 2957, 3294], ""absorbance"": [0.813, 0.397, 0.968, 0.351, 0.23, 0.414, 0.266, 0.362, 0.472], ""mw_ref"": 360.87}",0.9,0.06,0.73,"{""min"": 1, ""max"": 12, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.76}, {""excipient"": ""Tween 80"", ""compatibility_score"": 0.719}]","[{""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.908}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 3.199}]","[0.0069, -0.0316, -0.0392, 0.0062, 0.0661, 0.0691, 0.022, -0.0009]",nanosuspension,0.707,"[{""parameter"": ""milling_speed_rpm"", ""value"": 1436.65}, {""parameter"": ""milling_time_h"", ""value"": 9.51}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.8}, {""parameter"": ""particle_size_target_nm"", ""value"": 232.61}]","[{""technique"": ""spray_drying"", ""confidence"": 0.474}, {""technique"": ""coprecipitation"", ""confidence"": 0.564}]",0.48,melting_point_depression_below_processing_window,nanosizing
AB-2731,Nifedipine,COC(=O)C1=C(N/C(=C(/C1=O)C(=O)OC)c1ccccc1[N+](=O)[O-])C,346.82,3.28,[],-3.14,II,173.4,,low,medium,37.7,0.33,0.49,1.25,28.5,30,93.3,SDS,surfactant,2,0.71,0.67,0.64,"{""wavenumbers"": [757, 900, 1049, 1238, 1444, 1605, 1713, 2944, 3289], ""absorbance"": [0.933, 0.761, 0.179, 0.477, 0.814, 0.592, 0.442, 0.122, 0.588], ""mw_ref"": 346.82}",0.88,0.28,0.72,"{""min"": 1, ""max"": 11, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.718}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.753}]","[{""excipient"": ""Span 80"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 2.978}, {""excipient"": ""Tween 80"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 3.172}]","[-0.0012, -0.0051, 0.0143, -0.0004, 0.0126, -0.0371, 0.0017, 0.0036]",nanosuspension,0.681,"[{""parameter"": ""milling_speed_rpm"", ""value"": 2887.41}, {""parameter"": ""milling_time_h"", ""value"": 9.31}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.46}, {""parameter"": ""particle_size_target_nm"", ""value"": 156.07}]","[{""technique"": ""spray_drying"", ""confidence"": 0.791}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.544}]",0.83,thermodynamic_incompatibility_chi_exceeds_threshold,nanosizing
AB-2732,Chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)SNC(=O)N2,294.98,-0.17,"[6.7, 9.5]",-3.13,IV,358.9,,low,medium,43.5,0.4,0.54,1.23,28.5,250,86.1,HPMC E5,polymer_carrier,3,0.68,0.64,0.55,"{""wavenumbers"": [753, 885, 1059, 1263, 1449, 1608, 1706, 2936, 3294], ""absorbance"": [0.142, 0.143, 0.087, 0.72, 0.796, 0.246, 0.292, 0.596, 0.658], ""mw_ref"": 294.98}",0.9,0.26,0.68,"{""min"": 20, ""max"": 75, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC-AS LF"", ""compatibility_score"": 0.81}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.697}]","[{""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.855}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.337}]","[-0.077, 0.0081, 0.0344, 0.0031, 0.0017, 0.0131, 0.0927, 0.0093]",hot_melt_extrusion,0.644,"[{""parameter"": ""barrel_temp_c"", ""value"": 128.32}, {""parameter"": ""screw_speed_rpm"", ""value"": 151.61}, {""parameter"": ""feed_rate_g_min"", ""value"": 3.17}, {""parameter"": ""residence_time_min"", ""value"": 1.85}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.773}, {""technique"": ""nanosuspension"", ""confidence"": 0.76}]",0.63,moisture_uptake_amorphous_collapse,amorphous_solid_dispersion
AB-2733,Meropenem,C[C@@H]1C2CC(=C(N)O)N2C(=O)[C@H]1SC1CNC(CN)=N1,383.69,-3.76,"[3.0, 7.4]",-2.83,IV,193.4,,high,low,68.4,0.54,0.64,1.45,25.8,500,73.9,Eudragit EPO,polymer_carrier,3,0.61,0.62,0.56,"{""wavenumbers"": [741, 903, 1056, 1247, 1454, 1632, 1719, 2949, 3288], ""absorbance"": [0.78, 0.941, 0.659, 0.379, 0.985, 0.639, 0.887, 0.453, 0.839], ""mw_ref"": 383.69}",0.52,0.06,0.64,"{""min"": 20, ""max"": 47, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC E5"", ""compatibility_score"": 0.695}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.864}]","[{""excipient"": ""PVP K30"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.846}, {""excipient"": ""Soluplus"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.058}]","[0.0028, -0.0245, -0.0054, 0.0273, 0.0486, 0.0412, 0.0099, -0.0396]",coprecipitation,0.592,"[{""parameter"": ""antisolvent_ratio"", ""value"": 12.75}, {""parameter"": ""precipitation_temp_c"", ""value"": 15.16}, {""parameter"": ""drying_time_h"", ""value"": 44.39}, {""parameter"": ""polymer_drug_ratio"", ""value"": 4.57}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.725}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.574}]",0.59,oxidative_degradation_peroxide_content,amorphous_solid_dispersion
AB-2734,Repaglinide,CCOC(=O)c1ccc(CC(=O)N2CCC(CC2)C(=O)Nc2ccccc2C)cc1,452.17,5.12,[4.0],-4.7,II,134.2,,low,low,33.1,0.33,0.48,1.2,30.4,2,98.0,Gelucire 44/14,lipid_base,2,0.8,0.78,0.73,"{""wavenumbers"": [747, 899, 1043, 1249, 1444, 1610, 1714, 2945, 3290], ""absorbance"": [0.446, 0.771, 0.091, 0.174, 0.724, 0.842, 0.847, 0.385, 0.124], ""mw_ref"": 452.17}",0.9,0.11,0.8,"{""min"": 20, ""max"": 66, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Labrasol"", ""compatibility_score"": 0.817}, {""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.708}]","[{""excipient"": ""Labrasol"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.62}, {""excipient"": ""Capmul MCM"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 1.48}]","[0.0422, 0.0034, 0.0732, 0.0122, 0.0199, 0.0054, -0.0536, -0.0267]",lipid_based_formulation,0.745,"[{""parameter"": ""lipid_content_pct"", ""value"": 58.95}, {""parameter"": ""hlb_value"", ""value"": 10.27}, {""parameter"": ""drug_loading_pct"", ""value"": 10.18}, {""parameter"": ""surfactant_ratio"", ""value"": 0.36}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.621}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.528}]",0.18,pH_incompatibility_solubility_precipitation,lipid_based_drug_delivery
AB-2735,Ezetimibe,O=C1[C@@H](CC(O)c2ccc(F)cc2)[C@H](c2ccc(O)cc2)N1c1ccc(F)cc1,408.93,4.33,[],-4.36,II,169.9,,low,low,37.0,0.31,0.45,1.18,31.1,10,98.0,Labrasol,lipid_base,2,0.81,0.8,0.73,"{""wavenumbers"": [739, 906, 1052, 1261, 1445, 1627, 1707, 2936, 3285], ""absorbance"": [0.221, 0.569, 0.129, 0.696, 0.187, 0.978, 0.371, 0.97, 0.106], ""mw_ref"": 408.93}",0.88,0.07,0.8,"{""min"": 20, ""max"": 64, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Captex 355"", ""compatibility_score"": 0.767}, {""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.745}]","[{""excipient"": ""Capmul MCM"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 2.911}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 2.795}]","[0.0148, -0.0061, -0.0381, 0.0002, 0.0719, 0.007, -0.0007, 0.0031]",lipid_based_formulation,0.773,"[{""parameter"": ""lipid_content_pct"", ""value"": 62.29}, {""parameter"": ""hlb_value"", ""value"": 14.9}, {""parameter"": ""drug_loading_pct"", ""value"": 19.67}, {""parameter"": ""surfactant_ratio"", ""value"": 0.2}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.542}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.776}]",0.63,,lipid_based_drug_delivery
