record_id,api_name,bcs_class,bcs_class_encoded,logP,aqueous_solubility_mg_ml,molecular_weight_da,pka,melting_point_c,dose_mg,dose_number,hsp_dispersive,hsp_polar,hsp_hydrogen,hsp_total,primary_excipient,excipient_role,excipient_Tg_c,excipient_mw_kda,excipient_hydrophilicity,chi_parameter,formulation_technique,compatibility_score,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
EF-1350,Simvastatin,II,1,4.68,0.03,418.6,5.3,135,40,1.33,20.3,6.11,14.72,25.81,Gelucire 44/14,lipid_base,44,1.5,amphiphilic,0.837,lipid_based_formulation,0.907,0.98,0.11,0.85,"{""min"": 20, ""max"": 35, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.72}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.728}]","[{""excipient"": ""PVP K17"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.403}, {""excipient"": ""PVP K30"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.457}]","[0.0972, 0.0655, 0.0093, 0.0513, 0.0217, 0.0184]",lipid_based_formulation,0.836,"[{""parameter"": ""lipid_content_pct"", ""value"": 38.28, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 12.99, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 21.83, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.16, ""unit"": ""w/w""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.495}, {""technique"": ""coprecipitation"", ""confidence"": 0.663}]",0.75,,solid_solution
EF-1351,Metformin,III,2,-6.13,1000.0,129.2,2.8,222,500,0.0005,16.82,10.65,15.67,25.34,MCC PH101,filler_binder,N/A,N/A,hydrophilic,1.424,wet_granulation,0.776,0.74,0.04,0.78,"{""min"": 48, ""max"": 60, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.693}, {""excipient"": ""Starch 1500"", ""compatibility_score"": 0.82}]","[{""excipient"": ""CAT"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.748}, {""excipient"": ""PEG 4000"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.92}]","[0.0524, -0.0039, 0.0245, 0.1813, 0.0557, -0.0089]",wet_granulation,0.75,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 23.46, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 104.27, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 19.2, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 50.27, ""unit"": ""\u00b0C""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.529}, {""technique"": ""spray_drying"", ""confidence"": 0.547}]",0.69,,lipid_based_drug_delivery
EF-1352,Piroxicam,II,1,3.06,0.007,331.3,5.1,198,20,2.86,21.29,10.9,9.18,25.62,PEG 6000,plasticizer,-65,6,hydrophilic,0.514,hot_melt_coating,0.607,0.92,0.3,0.58,"{""min"": 5, ""max"": 53, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.738}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.836}]","[{""excipient"": ""DCPA"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.678}, {""excipient"": ""HPMC AS-LF"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.392}]","[0.0469, 0.013, 0.1118, -0.0521, 0.0094, -0.097]",hot_melt_coating,0.591,"[{""parameter"": ""coating_temp_c"", ""value"": 57.31, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 19.05, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 27.15, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 5.74, ""unit"": ""%""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.512}, {""technique"": ""direct_compression"", ""confidence"": 0.793}]",0.34,acid_base_interaction_proton_transfer,solid_solution
EF-1353,Glibenclamide,II,1,4.79,0.004,494.0,5.3,170,5,1.25,17.12,4.49,7.15,19.09,PEG 6000,plasticizer,-65,6,hydrophilic,1.38,hot_melt_coating,0.441,0.71,0.1,0.47,"{""min"": 9, ""max"": 53, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.689}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.711}]","[{""excipient"": ""HPMC K15M"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.455}, {""excipient"": ""Copovidone"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.68}]","[0.0084, 0.0139, 0.0318, 0.0071, -0.0423, -0.0373]",hot_melt_coating,0.474,"[{""parameter"": ""coating_temp_c"", ""value"": 58.6, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 12.31, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 21.39, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 9.98, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.702}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.605}]",0.6,pH_incompatibility_solubility_precipitation,crystalline_suspension
EF-1354,Dexamethasone,I,0,1.83,0.089,392.5,6.8,262,8,0.09,16.9,9.57,8.59,21.24,Gelucire 44/14,lipid_base,44,1.5,amphiphilic,0.083,hot_melt_coating,0.549,0.9,0.09,0.59,"{""min"": 18, ""max"": 58, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.629}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.71}]","[{""excipient"": ""CAP"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.291}, {""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.01}]","[0.0182, 0.0282, -0.0418, 0.0895, 0.0478, -0.0251]",hot_melt_coating,0.585,"[{""parameter"": ""coating_temp_c"", ""value"": 57.15, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 16.41, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 23.46, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 4.13, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.57}, {""technique"": ""direct_compression"", ""confidence"": 0.69}]",0.73,melting_point_depression_below_processing_window,salt_formation
EF-1355,Nifedipine,II,1,3.17,0.008,346.3,8.7,172,30,3.75,19.79,13.13,6.57,24.64,HPMC AS-MF,ASD_polymer,119,18,amphiphilic,0.481,spray_drying,0.861,0.92,0.11,0.81,"{""min"": 35, ""max"": 53, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.608}, {""excipient"": ""HPMC AS-HF"", ""compatibility_score"": 0.669}]","[{""excipient"": ""PVP K90"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.785}, {""excipient"": ""TBC"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.059}]","[0.0352, 0.0058, -0.0121, 0.0008, -0.0007, 0.0192]",spray_drying,0.816,"[{""parameter"": ""inlet_temp_c"", ""value"": 166.76, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 64.83, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 5.98, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.91, ""unit"": ""bar""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.56}, {""technique"": ""coprecipitation"", ""confidence"": 0.558}]",0.54,,co_crystal
EF-1356,Metoprolol,I,0,1.88,16.9,267.4,9.7,50,100,0.006,21.82,11.2,3.33,24.75,HPC LF,binder,N/A,95,hydrophilic,0.235,wet_granulation,0.603,0.69,0.09,0.55,"{""min"": 16, ""max"": 28, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.749}, {""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.627}]","[{""excipient"": ""HPMC P50"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.322}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.01}]","[0.0278, 0.0006, 0.0152, -0.0563, -0.0097, 0.0027]",wet_granulation,0.565,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 11.6, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 172.94, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 9.88, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 54.39, ""unit"": ""\u00b0C""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.614}, {""technique"": ""nanosuspension"", ""confidence"": 0.79}]",0.18,high_residual_solvent_risk,complexation_cyclodextrin
EF-1357,Glimepiride,II,1,4.97,0.001,490.6,5.7,207,4,4.0,15.71,9.68,7.69,19.99,Gelucire 44/14,lipid_base,44,1.5,amphiphilic,1.504,hot_melt_coating,0.872,0.91,0.15,0.81,"{""min"": 17, ""max"": 23, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.692}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.814}]","[{""excipient"": ""HPMC AS-LF"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.612}, {""excipient"": ""Copovidone"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.651}]","[0.0051, 0.007, 0.0425, -0.011, 0.2399, 0.0108]",hot_melt_coating,0.786,"[{""parameter"": ""coating_temp_c"", ""value"": 71.86, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 14.91, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 21.13, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 12.81, ""unit"": ""%""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.499}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.719}]",0.76,,micellar_solubilization
EF-1358,Glimepiride,II,1,4.97,0.001,490.6,4.0,207,4,4.0,17.25,4.73,9.16,20.1,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,1.46,hot_melt_coating,0.818,0.8,0.17,0.83,"{""min"": 11, ""max"": 31, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.627}, {""excipient"": ""PEG 6000"", ""compatibility_score"": 0.774}]","[{""excipient"": ""HPMC E15"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.391}, {""excipient"": ""PVP K17"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.33}]","[-0.0008, 0.056, 0.0005, 0.0131, -0.0072, -0.0367]",hot_melt_coating,0.789,"[{""parameter"": ""coating_temp_c"", ""value"": 67.49, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 5.48, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 20.08, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 12.58, ""unit"": ""%""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.622}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.651}]",0.59,,solid_solution
EF-1359,Carbamazepine,II,1,2.45,0.112,236.3,6.7,190,200,1.79,18.59,12.22,12.76,25.65,PVP K30,ASD_polymer,175,50,hydrophilic,0.412,coprecipitation,0.798,0.73,0.31,0.82,"{""min"": 25, ""max"": 75, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Copovidone"", ""compatibility_score"": 0.776}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.78}]","[{""excipient"": ""Tween 80"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.01}, {""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}]","[0.0096, 0.0018, 0.0112, 0.038, 0.0273, 0.1033]",coprecipitation,0.823,"[{""parameter"": ""antisolvent_ratio"", ""value"": 11.02, ""unit"": ""v/v""}, {""parameter"": ""precipitation_temp_c"", ""value"": 7.35, ""unit"": ""\u00b0C""}, {""parameter"": ""drying_time_h"", ""value"": 34.45, ""unit"": ""h""}, {""parameter"": ""polymer_drug_ratio"", ""value"": 2.56, ""unit"": ""w/w""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.563}, {""technique"": ""spray_drying"", ""confidence"": 0.503}]",0.75,,co_crystal
EF-1360,Progesterone,II,1,3.87,0.009,314.5,3.8,129,200,22.2,16.07,11.28,6.5,20.68,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,1.143,hot_melt_coating,0.761,0.79,0.1,0.74,"{""min"": 16, ""max"": 56, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.784}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.712}]","[{""excipient"": ""HPMC AS-LF"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.676}, {""excipient"": ""Copovidone"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.059}]","[0.0033, 0.0257, 0.0753, 0.0523, 0.0039, 0.0374]",hot_melt_coating,0.742,"[{""parameter"": ""coating_temp_c"", ""value"": 51.09, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 18.16, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 28.89, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 4.48, ""unit"": ""%""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.605}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.71}]",0.67,,nanosizing
EF-1361,Caffeine,I,0,-0.07,21.6,194.2,0.6,234,200,0.009,21.78,8.08,12.83,26.54,HPC LF,binder,N/A,95,hydrophilic,0.27,wet_granulation,0.826,0.76,0.13,0.79,"{""min"": 8, ""max"": 25, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.599}, {""excipient"": ""MCC PH101"", ""compatibility_score"": 0.613}]","[{""excipient"": ""Mannitol"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}, {""excipient"": ""Colloidal SiO2"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}]","[-0.0416, 0.0058, -0.0037, 0.0336, 0.0231, 0.0399]",wet_granulation,0.776,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 24.17, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 104.84, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 10.7, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 52.6, ""unit"": ""\u00b0C""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.574}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.781}]",0.74,high_residual_solvent_risk,complexation_cyclodextrin
EF-1362,Warfarin,II,1,2.7,0.017,308.3,4.8,159,5,0.29,15.11,13.57,15.4,25.49,Cremophor EL,surfactant,N/A,0.05,hydrophilic,0.54,lipid_based_formulation,0.366,0.79,0.1,0.43,"{""min"": 17, ""max"": 50, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.592}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.625}]","[{""excipient"": ""SSG"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.654}, {""excipient"": ""HPMC E5"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.064}]","[-0.0192, 0.0037, 0.0104, 0.1325, 0.0681, -0.0169]",lipid_based_formulation,0.439,"[{""parameter"": ""lipid_content_pct"", ""value"": 69.4, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 10.93, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 9.37, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.31, ""unit"": ""w/w""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.733}, {""technique"": ""coprecipitation"", ""confidence"": 0.684}]",0.41,chemical_reactivity_esterification_risk,crystalline_suspension
EF-1363,Lopinavir,II,1,5.95,0.001,628.8,5.3,125,200,200.0,16.86,5.85,16.32,24.18,Copovidone,ASD_polymer,106,45,amphiphilic,1.117,hot_melt_extrusion,0.99,0.82,0.14,0.91,"{""min"": 49, ""max"": 76, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K12"", ""compatibility_score"": 0.77}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.593}]","[{""excipient"": ""SDS"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 1.921}, {""excipient"": ""HPMC K4M"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 2.126}]","[0.0385, 0.0179, 0.0099, 0.0044, 0.0615, -0.0107]",hot_melt_extrusion,0.869,"[{""parameter"": ""barrel_temp_c"", ""value"": 199.06, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 66.86, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 8.18, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 7.88, ""unit"": ""min""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.604}, {""technique"": ""nanosuspension"", ""confidence"": 0.75}]",0.72,,pH_adjusted_formulation
EF-1364,Ibuprofen,II,1,3.97,0.021,206.3,4.4,76,400,19.05,17.56,9.36,15.18,25.03,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,1.325,lipid_based_formulation,0.848,0.78,0.03,0.81,"{""min"": 15, ""max"": 54, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.775}, {""excipient"": ""Span 80"", ""compatibility_score"": 0.806}]","[{""excipient"": ""Eudragit L100"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.156}, {""excipient"": ""PVP K17"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.048}]","[0.0016, -0.1516, -0.0158, 0.0172, 0.0219, 0.0091]",lipid_based_formulation,0.782,"[{""parameter"": ""lipid_content_pct"", ""value"": 35.04, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 13.11, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 12.53, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.38, ""unit"": ""w/w""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.657}, {""technique"": ""coprecipitation"", ""confidence"": 0.631}]",0.84,,lipid_based_drug_delivery
EF-1365,Cimetidine,III,2,0.4,6.0,252.3,7.1,141,400,0.067,21.54,2.41,18.4,28.43,PVP K30,ASD_polymer,175,50,hydrophilic,0.488,wet_granulation,0.499,0.8,0.06,0.49,"{""min"": 38, ""max"": 73, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Starch 1500"", ""compatibility_score"": 0.788}, {""excipient"": ""MCC PH101"", ""compatibility_score"": 0.844}]","[{""excipient"": ""HPMC E5"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.01}, {""excipient"": ""PVP K30"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}]","[0.0133, 0.0294, 0.0978, 0.0134, 0.0074, 0.0037]",wet_granulation,0.475,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 23.04, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 391.23, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 11.08, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 69.78, ""unit"": ""\u00b0C""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.542}, {""technique"": ""nanosuspension"", ""confidence"": 0.604}]",0.67,polymorphic_conversion_under_stress,lipid_based_drug_delivery
EF-1366,Ranitidine,III,2,0.27,250.0,314.4,8.2,69,150,0.0006,18.19,3.16,17.56,25.48,Lactose monohydrate,filler,N/A,N/A,hydrophilic,0.464,direct_compression,0.881,0.72,0.14,0.82,"{""min"": 54, ""max"": 77, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Magnesium stearate"", ""compatibility_score"": 0.569}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.66}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.01}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.033}]","[0.0181, -0.0245, 0.0392, 0.0005, 0.073, 0.0211]",direct_compression,0.794,"[{""parameter"": ""compression_force_kn"", ""value"": 15.9, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 197.65, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 7.07, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 72.02, ""unit"": ""rpm""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.589}, {""technique"": ""spray_drying"", ""confidence"": 0.779}]",0.85,,solid_solution
EF-1367,Ezetimibe,II,1,4.27,0.003,409.4,7.3,163,10,3.33,18.68,11.36,12.57,25.22,Eudragit L100,enteric_coat,130,135,amphiphilic,0.846,spray_drying,0.638,0.89,0.15,0.64,"{""min"": 11, ""max"": 42, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.659}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.619}]","[{""excipient"": ""Starch 1500"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.083}, {""excipient"": ""PVP K90"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.175}]","[0.055, 0.1289, 0.0053, -0.0049, -0.124, 0.0156]",spray_drying,0.61,"[{""parameter"": ""inlet_temp_c"", ""value"": 177.53, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 66.03, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 7.07, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.09, ""unit"": ""bar""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.614}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.498}]",0.81,thermodynamic_incompatibility_chi_exceeds_threshold,amorphous_solid_dispersion
EF-1368,Carbamazepine,II,1,2.45,0.112,236.3,3.4,190,200,1.79,19.16,2.8,15.84,25.02,Span 80,surfactant,N/A,0.428,lipophilic,0.01,lipid_based_formulation,0.431,0.93,0.31,0.44,"{""min"": 11, ""max"": 59, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.779}, {""excipient"": ""Cremophor EL"", ""compatibility_score"": 0.792}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}, {""excipient"": ""Cremophor EL"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.59}]","[0.0241, 0.0196, 0.1108, 0.0042, 0.033, 0.0505]",lipid_based_formulation,0.466,"[{""parameter"": ""lipid_content_pct"", ""value"": 36.57, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 14.25, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 8.09, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.4, ""unit"": ""w/w""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.522}, {""technique"": ""spray_drying"", ""confidence"": 0.5}]",0.34,oxidative_degradation_peroxide_content,salt_formation
EF-1369,Ibuprofen,II,1,3.97,0.021,206.3,4.4,76,400,19.05,19.19,4.79,10.45,22.37,PEG 4000,plasticizer,-65,4,hydrophilic,1.086,hot_melt_coating,0.484,0.79,0.08,0.49,"{""min"": 8, ""max"": 60, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.596}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.814}]","[{""excipient"": ""CAP"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.324}, {""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.241}]","[-0.0343, 0.0442, 0.0123, -0.0147, -0.0142, 0.0061]",hot_melt_coating,0.477,"[{""parameter"": ""coating_temp_c"", ""value"": 54.12, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 19.96, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 22.07, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 10.19, ""unit"": ""%""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.754}, {""technique"": ""spray_drying"", ""confidence"": 0.683}]",0.74,high_residual_solvent_risk,co_crystal
EF-1370,Metoprolol,I,0,1.88,16.9,267.4,9.7,50,100,0.006,18.55,7.04,17.22,26.27,Croscarmellose Na,disintegrant,N/A,N/A,hydrophilic,0.382,wet_granulation,0.769,0.79,0.12,0.7,"{""min"": 4, ""max"": 15, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.554}, {""excipient"": ""MCC PH101"", ""compatibility_score"": 0.764}]","[{""excipient"": ""Mannitol"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.01}, {""excipient"": ""Soluplus"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}]","[0.0659, 0.0395, -0.0138, 0.0469, 0.0498, 0.1101]",wet_granulation,0.695,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 23.06, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 300.27, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 5.63, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 43.23, ""unit"": ""\u00b0C""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.784}, {""technique"": ""coprecipitation"", ""confidence"": 0.651}]",0.23,,salt_formation
